Listing_Id,Posting_Date,Posting_Time,Location,Images,Bookings,Host_Type,image_bin
5118892,14/01/2019,20:21:27,Brussels,32,14,Regular,
3366078,31/12/2018,18:53:21,New Jersey,31,17,Regular,
5154315,05-09-2017,04:10:46,New Jersey,7,57,Superhost,
5726343,20/10/2018,01:26:03,Madrid,27,35,Regular,
3840759,02-06-2015,09:58:55,Mumbai,31,98,Regular,
5727596,10-09-2018,18:13:31,Berlin,13,41,Regular,
5993458,31/12/2018,12:47:47,Berlin,26,21,Regular,
3804995,04-04-2019,05:24:58,Tunis,12,17,Regular,
5780363,19/11/2014,11:25:43,Madrid,9,316,Superhost,
5206646,18/03/2016,21:43:24,London,14,47,Regular,
3387281,15/04/2016,00:56:07,Chennai,19,57,Regular,
3362396,10-09-2018,11:11:06,Bengaluru,23,12,Regular,
3949349,07-10-2018,06:01:30,Sao Paulo,24,15,Regular,
3200249,08-06-2015,17:37:03,Miami,0,0,Regular,
5218895,26/12/2017,15:34:05,San Francisco,20,42,Regular,
3630706,23/06/2017,20:00:31,Chicago,32,49,Regular,
4727958,05-04-2018,07:06:46,Vancouver,19,23,Regular,
5402273,15/02/2017,11:47:49,Los Angeles,32,36,Regular,
5486422,07-10-2016,01:22:43,Kyoto,31,56,Regular,
5037548,20/03/2018,12:20:44,Chennai,4,1,Regular,
3337759,21/12/2018,16:54:25,Bengaluru,25,16,Regular,
5478571,03-03-2016,00:01:45,Mexico City,32,97,Regular,
3886786,25/02/2017,03:57:03,Bengaluru,21,56,Regular,
5776380,19/07/2015,23:36:39,San Diego,16,134,Superhost,
4190015,12-11-2015,21:09:00,Berlin,14,69,Regular,
3261521,24/11/2018,05:38:43,Seattle,29,31,Regular,
3541070,03-07-2019,22:29:44,Toronto,9,6,Regular,
5722152,31/01/2017,20:48:43,Mexico City,25,34,Regular,
5432383,25/02/2015,09:39:56,Kyoto,18,114,Superhost,
5521756,26/08/2019,00:20:28,New Jersey,9,3,Regular,
4980587,28/12/2018,02:54:21,Barcelona,8,16,Regular,
5120695,09-09-2014,07:02:42,Roma,13,78,Regular,
5476641,06-10-2017,17:47:57,Wellington,1,0,Regular,
4170831,22/06/2019,06:05:11,Tunis,22,14,Regular,
3582103,27/12/2017,03:47:19,Tokyo,25,53,Regular,
3260540,18/07/2017,09:36:49,Miami,30,71,Regular,
4718831,15/03/2019,00:10:48,Bengaluru,3,5,Regular,
3263220,25/05/2019,11:07:59,Madrid,7,7,Regular,
5178736,05-03-2017,20:24:12,San Jose,27,45,Regular,
3334918,16/04/2018,22:43:59,Barcelona,19,26,Regular,
4060689,15/06/2017,00:53:17,Cambridge,6,22,Regular,
5399391,11-09-2017,21:57:39,Berkeley,15,35,Regular,
4579901,30/04/2018,07:04:00,Tunis,13,14,Regular,
4919419,04-01-2018,07:06:54,Los Angeles,24,17,Regular,
5207402,29/07/2015,06:27:14,Berlin,23,265,Superhost,
4083899,18/09/2015,05:28:21,Seattle,5,7,Regular,
3209269,01-12-2018,19:16:33,Sydney,27,22,Regular,
4927368,14/01/2019,00:05:43,San Jose,12,9,Regular,
5051750,31/07/2017,14:49:19,Mumbai,5,10,Regular,
5263332,04-06-2019,04:43:29,Paris,23,6,Regular,
4014009,03-07-2017,15:35:31,Tokyo,5,14,Regular,
5560215,07-04-2016,02:07:19,New Delhi,0,0,Regular,
4758352,10-01-2015,01:01:46,New Delhi,6,21,Regular,
5658541,27/04/2015,10:13:36,New York,16,71,Regular,
3211701,05-03-2018,15:48:16,Vancouver,2,4,Regular,
3644245,08-01-2015,02:21:46,Los Angeles,18,87,Regular,
3434224,20/03/2016,11:59:47,Seoul,31,89,Regular,
5614080,31/08/2016,18:56:28,Tunis,12,134,Superhost,
5323130,12-12-2016,05:28:05,Berkeley,16,56,Regular,
5837745,11-04-2016,09:34:02,Osaka,0,0,Regular,
5513062,09-12-2016,14:05:38,Boston,1,0,Regular,
5014821,31/07/2019,17:05:16,Berkeley,14,5,Regular,
5289754,28/08/2018,03:49:48,Auckland,0,0,Regular,
5504209,04-10-2017,22:42:52,Brussels,17,52,Regular,
3190603,20/04/2019,02:22:51,Mexico City,7,5,Regular,
5365700,07-01-2019,17:23:24,Vancouver,25,23,Regular,
3293994,29/04/2019,11:53:40,Cape Town,16,12,Regular,
4577522,21/12/2014,18:30:41,Boston,26,311,Superhost,
3427191,11-07-2018,13:37:42,Madrid,7,21,Regular,
4395137,10-07-2019,16:36:19,Mexico City,14,7,Regular,
3188541,30/03/2019,07:12:26,Kyoto,3,2,Regular,
3494009,04-02-2016,22:24:33,New Delhi,7,45,Regular,
3181027,15/03/2017,18:35:49,Shanghai,24,63,Regular,
4526098,06-08-2015,19:21:29,Mexico City,10,256,Superhost,
5197757,01-09-2014,04:53:32,Toronto,28,134,Regular,
5234062,25/11/2017,02:04:31,Mumbai,12,77,Regular,
3651924,06-05-2018,11:22:54,Berkeley,16,27,Regular,
4260921,15/09/2016,11:00:35,New York,29,56,Regular,
3779799,27/07/2018,23:33:11,Madrid,4,4,Regular,
5702550,22/03/2015,01:50:31,Boston,13,86,Regular,
4400230,08-05-2018,13:10:42,Seattle,24,31,Regular,
5946901,19/08/2015,16:29:12,San Jose,19,74,Regular,
5232459,05-07-2018,18:27:53,Vancouver,18,43,Regular,
5082521,02-02-2016,02:53:09,Los Angeles,4,7,Regular,
4259380,07-10-2014,05:31:20,Kyoto,19,325,Superhost,
5529306,18/11/2017,01:26:02,London,14,76,Regular,
5788753,20/01/2019,12:03:57,San Jose,25,41,Regular,
3420692,05-06-2017,11:52:45,Berkeley,32,71,Regular,
3982949,08-09-2015,07:22:04,Kyoto,17,69,Regular,
5756875,21/07/2019,17:41:34,New Jersey,29,6,Regular,
4580194,25/10/2015,02:25:46,Cambridge,11,88,Regular,
5546025,17/10/2018,18:47:50,Vancouver,24,32,Regular,
5558305,19/07/2019,11:40:16,Bengaluru,19,7,Regular,
4882003,04-01-2015,18:05:16,Vancouver,0,0,Regular,
4946212,02-07-2016,00:54:17,New Delhi,14,41,Regular,
3484186,26/05/2018,09:36:53,Wellington,24,26,Regular,
5078920,18/09/2014,00:01:08,Chennai,14,241,Superhost,
3193721,08-11-2015,17:01:44,Los Angeles,25,84,Regular,
5137541,21/10/2015,15:03:02,Barcelona,24,77,Regular,
4811011,26/08/2017,20:08:26,Brussels,11,42,Regular,
3996123,05-06-2019,15:32:04,Osaka,23,14,Regular,
3736223,13/02/2017,21:25:58,Los Angeles,19,54,Regular,
3499497,22/02/2018,12:07:04,Toronto,18,31,Regular,
3887023,26/08/2017,20:28:53,Barcelona,1,0,Regular,
3468509,31/12/2018,18:00:28,Milano,4,1,Regular,
4299088,16/02/2016,03:19:08,Berlin,28,49,Regular,
4727874,07-06-2017,06:52:57,Amsterdam,13,53,Regular,
3632950,31/10/2015,19:35:53,Sao Paulo,15,243,Superhost,
5393452,25/09/2018,06:53:04,Madrid,27,43,Regular,
4217497,08-04-2017,15:35:41,Brussels,1,0,Regular,
5765788,26/11/2015,00:51:30,Berlin,11,206,Superhost,
5442595,06-04-2018,09:52:06,Brussels,11,22,Regular,
5540126,22/06/2018,01:53:12,San Francisco,7,22,Regular,
3691649,11-08-2016,21:44:55,Madrid,19,76,Regular,
4354144,22/11/2016,02:27:30,Tokyo,26,97,Superhost,
4984771,02-12-2015,22:28:31,Tunis,5,28,Regular,
3007157,15/09/2014,04:34:53,New Delhi,22,68,Regular,
5224219,25/06/2018,04:12:04,Paris,31,28,Regular,
3161470,28/03/2016,13:06:47,Bengaluru,15,56,Regular,
3019982,16/07/2015,14:34:19,Tokyo,25,203,Superhost,
4000463,09-09-2016,20:55:15,Madrid,0,0,Regular,
4383091,03-05-2018,04:54:25,Chicago,23,24,Regular,
5800706,02-11-2017,16:01:38,Shanghai,0,0,Regular,
3950346,13/11/2016,01:26:51,Sydney,3,5,Regular,
4668074,04-09-2014,00:42:06,Kyoto,6,15,Regular,
3423784,25/08/2015,17:52:00,Roma,0,0,Regular,
3891110,02-12-2017,17:49:02,Mexico City,14,43,Regular,
5632726,15/04/2017,20:08:35,Bengaluru,2,1,Regular,
3438696,16/10/2014,10:35:43,New Jersey,12,67,Regular,
4351845,07-12-2018,17:52:41,Boston,11,31,Regular,
5642817,05-04-2016,15:10:27,Roma,20,119,Superhost,
4015381,15/06/2017,06:55:28,Bengaluru,23,43,Regular,
4989447,21/07/2017,01:28:35,New Jersey,13,51,Regular,
4770143,07-08-2015,11:42:44,Chicago,4,18,Regular,
4229610,31/10/2014,19:46:32,Madrid,7,217,Superhost,
3407406,17/01/2019,16:15:58,Los Angeles,0,0,Regular,
5615711,07-03-2018,21:07:55,Miami,5,12,Regular,
5339428,06-05-2017,22:21:38,Chennai,9,34,Regular,
4472368,22/09/2017,14:42:05,Berlin,7,45,Regular,
3658036,04-08-2015,01:44:12,Tunis,12,86,Regular,
3392217,06-01-2017,10:58:15,Mexico City,16,64,Superhost,
4882617,21/01/2019,05:40:58,San Francisco,8,17,Regular,
3081175,28/04/2016,03:28:29,Berlin,24,86,Regular,
4209408,03-10-2016,22:35:59,Tunis,20,137,Superhost,
3099460,19/11/2015,09:51:38,San Diego,23,116,Regular,
4084206,05-05-2018,22:10:51,Tunis,19,27,Regular,
5898470,12-09-2016,23:53:20,Miami,2,0,Regular,
5891649,08-11-2018,21:19:41,Mexico City,10,42,Regular,
4443233,08-02-2018,03:29:25,Amsterdam,24,41,Regular,
5375836,20/09/2018,07:50:07,Mumbai,16,32,Regular,
3248655,26/08/2019,19:15:19,Mumbai,10,3,Regular,
5453177,23/03/2019,09:38:46,Paris,9,21,Regular,
3617555,02-04-2017,15:15:10,New Delhi,4,43,Regular,
4957451,20/09/2016,05:17:31,Seoul,2,1,Regular,
4631458,19/11/2014,06:21:41,Cambridge,3,3,Regular,
5161876,02-12-2015,20:26:48,Seattle,14,71,Regular,
3752476,21/11/2018,00:20:20,Kyoto,20,31,Regular,
4980623,28/02/2015,07:13:50,Rio,29,134,Superhost,
3596876,18/06/2015,20:37:24,Berkeley,16,86,Regular,
4374337,10-03-2016,07:33:33,Boston,14,65,Regular,
3248157,12-03-2018,21:47:11,Brussels,21,32,Regular,
3716524,28/03/2016,20:20:51,Toronto,31,56,Regular,
5708942,19/09/2017,13:51:29,Cape Town,4,7,Regular,
5750619,12-03-2019,15:08:44,Seattle,12,21,Regular,
5425415,10-05-2015,12:10:39,Auckland,4,8,Regular,
4045680,10-12-2016,09:49:37,Wellington,2,1,Regular,
5043544,12-06-2019,09:38:05,Tunis,15,11,Regular,
3791010,29/10/2017,19:51:42,Tokyo,14,89,Superhost,
4320299,14/05/2016,22:21:29,Miami,6,14,Regular,
3840021,31/08/2014,21:17:47,Bengaluru,13,79,Regular,
3672467,20/08/2018,13:26:23,Madrid,6,27,Regular,
3589063,10-09-2018,02:29:57,San Jose,28,20,Regular,
3816552,23/03/2016,23:19:57,Barcelona,20,62,Regular,
4759914,27/08/2017,10:48:44,Cambridge,10,35,Regular,
3061318,05-01-2016,22:21:00,Berkeley,17,56,Regular,
4131661,03-12-2018,22:36:58,Tunis,0,0,Regular,
3644700,09-08-2016,14:57:14,Los Angeles,7,36,Regular,
4659741,29/07/2016,00:38:13,Berlin,22,52,Regular,
4253401,22/05/2016,02:13:49,Seattle,5,43,Regular,
5132183,30/12/2018,09:37:32,Sydney,28,31,Regular,
4080286,24/03/2017,10:17:15,San Jose,8,21,Regular,
5185253,26/08/2019,07:25:08,Mumbai,11,9,Regular,
3124653,07-10-2018,13:10:11,Paris,24,32,Regular,
3256841,31/03/2018,23:31:27,Tokyo,6,23,Regular,
3446185,22/04/2016,21:51:59,New Delhi,14,124,Superhost,
3254308,19/08/2016,23:17:07,New Delhi,26,78,Regular,
3876619,21/01/2017,04:58:17,New York,31,32,Regular,
4697047,29/01/2017,08:42:10,Vancouver,5,12,Regular,
3765161,11-03-2018,08:24:23,Los Angeles,11,8,Regular,
3939784,07-02-2019,07:55:48,Seoul,8,5,Regular,
3284988,06-01-2015,21:39:43,Tunis,4,16,Regular,
5352157,20/04/2019,21:34:33,Berkeley,7,15,Regular,
5118796,25/05/2016,22:09:00,Osaka,9,56,Regular,
4819295,02-06-2019,10:18:40,Boston,8,12,Regular,
5040604,27/05/2017,01:32:30,Berkeley,7,43,Regular,
4417282,14/10/2016,17:51:33,Auckland,24,54,Superhost,
5447610,28/04/2017,23:47:53,Brussels,30,35,Regular,
3121073,13/08/2019,03:23:02,Mexico City,6,2,Regular,
5807893,27/03/2016,04:00:40,Vancouver,2,1,Regular,
4919799,27/04/2019,18:09:52,Cape Town,8,6,Regular,
3674685,04-11-2016,02:32:50,Boston,28,67,Regular,
3978689,28/07/2017,09:36:56,Madrid,13,36,Regular,
5382537,05-01-2017,05:55:50,Mexico City,20,42,Regular,
5716022,09-06-2019,07:30:15,Kyoto,12,7,Regular,
5151278,30/06/2019,08:45:39,New Delhi,9,11,Regular,
3809497,18/02/2018,02:42:48,Shanghai,27,32,Regular,
3555759,08-03-2018,01:18:14,Mexico City,12,21,Regular,
5646005,03-10-2014,21:44:56,Toronto,29,304,Superhost,
4507899,14/01/2019,19:42:42,Mumbai,14,16,Regular,
5252557,18/06/2016,05:33:20,Berkeley,9,59,Regular,
3986982,15/10/2014,01:19:00,New York,27,87,Regular,
3949701,16/05/2018,18:54:36,Madrid,7,36,Regular,
4048031,12-03-2017,04:20:11,Boston,8,54,Regular,
4241438,10-02-2018,13:56:04,Seattle,26,31,Regular,
4549628,30/07/2019,01:39:07,San Jose,21,7,Regular,
5671768,03-12-2017,22:42:57,Vancouver,11,43,Regular,
3844126,30/05/2018,02:19:42,Los Angeles,5,5,Regular,
4645728,19/06/2017,00:42:19,Kyoto,16,56,Regular,
3246758,19/08/2018,23:06:50,London,3,2,Regular,
3625024,31/01/2015,05:04:02,San Jose,20,115,Regular,
4686726,04-10-2014,15:09:39,Berkeley,1,0,Regular,
5492180,10-10-2015,11:47:38,Kyoto,14,162,Regular,
5893747,30/11/2015,10:27:35,New Jersey,11,312,Superhost,
4544153,11-08-2019,18:28:50,Cambridge,18,5,Regular,
3997517,11-04-2018,18:24:39,Vancouver,7,11,Regular,
5072369,01-12-2017,06:16:52,Bengaluru,15,41,Regular,
3334584,13/01/2015,01:20:43,Vancouver,14,81,Regular,
3341461,25/04/2019,13:05:45,New Delhi,1,0,Regular,
4745847,06-08-2019,12:11:31,Wellington,3,0,Regular,
3258356,11-03-2018,19:57:27,Chennai,16,11,Regular,
5996458,28/12/2015,01:16:11,Los Angeles,18,153,Superhost,
3875562,29/10/2015,08:31:12,Barcelona,13,59,Regular,
3305667,11-07-2019,11:43:30,Brussels,1,0,Regular,
4081262,22/02/2016,00:22:54,Osaka,1,1,Regular,
5094101,13/06/2019,16:06:02,Los Angeles,14,6,Regular,
5361616,21/10/2015,04:03:17,Toronto,30,107,Regular,
5056111,02-12-2015,18:06:18,Barcelona,11,214,Superhost,
5079792,17/06/2015,23:03:25,Milano,13,73,Regular,
3771000,11-01-2018,23:27:46,Berlin,9,21,Regular,
4488280,23/12/2017,11:56:11,Amsterdam,14,41,Regular,
3363852,12-04-2015,07:53:29,Sao Paulo,32,89,Superhost,
4096668,10-10-2017,04:36:26,Madrid,8,68,Regular,
4908859,21/09/2014,12:56:32,Brussels,18,110,Regular,
3461798,08-06-2019,02:42:27,Berlin,7,10,Regular,
4389109,11-02-2019,05:29:02,Brussels,18,31,Regular,
5090573,31/10/2015,09:03:09,San Francisco,4,6,Regular,
3249832,14/12/2017,02:48:42,Madrid,29,99,Superhost,
3571673,15/01/2016,13:46:51,Tokyo,5,9,Regular,
4929615,04-04-2015,06:03:59,Tunis,28,67,Regular,
3139574,13/08/2016,21:07:22,New Delhi,25,49,Regular,
4857864,09-01-2016,13:30:11,Paris,15,132,Superhost,
5465165,21/10/2016,01:55:58,Bengaluru,18,51,Regular,
5258104,14/12/2018,15:10:48,Tokyo,4,5,Regular,
5139206,06-02-2018,03:31:26,Madrid,0,0,Regular,
3796049,23/06/2017,12:57:33,Chicago,28,23,Regular,
5129345,06-05-2019,07:18:28,Shanghai,17,12,Regular,
3618792,22/06/2019,12:28:29,Sydney,1,0,Regular,
5744214,27/08/2018,05:24:43,Kyoto,7,32,Regular,
5216279,08-09-2017,21:24:30,Roma,19,25,Regular,
3609743,11-11-2017,04:09:43,Mexico City,3,2,Regular,
4727071,25/06/2017,01:57:26,Bengaluru,30,34,Regular,
3867690,01-03-2016,12:58:08,New Jersey,15,56,Superhost,
4845514,07-02-2015,21:24:10,Boston,4,6,Regular,
3743626,19/01/2017,09:43:00,Roma,28,43,Regular,
3264083,22/02/2018,12:12:17,Bengaluru,2,0,Regular,
4534662,26/04/2019,15:53:49,New Jersey,25,21,Regular,
4109872,27/08/2019,03:36:52,Chicago,32,8,Regular,
4653719,04-05-2017,22:19:51,Madrid,2,1,Regular,
4974058,05-05-2019,20:48:10,Los Angeles,15,9,Regular,
5089371,08-03-2017,10:45:09,Miami,6,9,Regular,
3863278,04-07-2017,05:07:41,Chennai,20,41,Regular,
4434733,04-09-2015,08:28:25,Berlin,0,0,Regular,
5557242,16/11/2016,20:45:47,Tunis,18,132,Regular,
3676393,25/09/2015,14:20:37,Mexico City,6,23,Regular,
5881809,09-02-2015,15:10:30,San Francisco,9,121,Regular,
4370292,17/02/2015,04:57:58,Berlin,16,176,Regular,
4104988,29/09/2014,16:10:31,Tunis,18,302,Superhost,
4555383,11-08-2017,19:10:05,San Diego,5,10,Regular,
5947886,26/05/2016,06:26:04,Tunis,25,65,Regular,
4141920,15/09/2018,00:56:11,Miami,1,0,Regular,
4346000,18/11/2015,09:14:01,Los Angeles,10,79,Regular,
3167598,20/10/2017,07:11:09,Berlin,18,42,Regular,
4480372,08-05-2019,05:57:39,Seattle,19,16,Regular,
4834476,23/02/2015,05:38:25,Sydney,21,106,Regular,
3463974,07-12-2014,08:56:59,San Jose,21,97,Regular,
4949574,21/11/2016,04:56:00,Mumbai,29,56,Regular,
4267163,29/11/2016,06:24:43,Paris,3,3,Regular,
5104003,09-05-2015,04:01:05,Tokyo,24,145,Superhost,
4706802,25/10/2018,17:38:35,New Delhi,23,73,Regular,
4685143,29/07/2019,01:09:29,New Delhi,6,3,Regular,
4926222,02-12-2016,05:36:10,Shanghai,26,91,Regular,
5654169,04-11-2015,12:37:32,Mexico City,18,82,Regular,
5436251,28/12/2014,00:21:16,Toronto,10,93,Regular,
4701702,21/07/2016,09:24:36,Mumbai,12,61,Regular,
5259093,18/01/2019,21:30:57,Berkeley,6,5,Regular,
5166566,04-07-2016,16:54:58,New York,3,4,Regular,
3664455,02-05-2018,19:54:16,Madrid,27,54,Regular,
4449989,15/03/2018,20:44:08,Boston,23,32,Regular,
5667766,07-08-2015,14:08:46,Seattle,6,16,Regular,
3047840,27/06/2019,14:50:33,San Jose,6,3,Regular,
3489813,28/05/2017,03:16:49,Vancouver,32,59,Regular,
5958795,17/12/2018,13:00:32,Los Angeles,3,2,Regular,
5281337,31/08/2016,22:35:47,Kyoto,16,89,Superhost,
3793216,22/07/2017,23:30:57,London,32,65,Regular,
5179787,17/09/2017,05:22:29,Paris,25,44,Regular,
5326938,16/08/2018,10:54:54,New York,2,1,Regular,
3383255,24/10/2015,18:25:22,Auckland,19,57,Regular,
4421186,05-07-2017,18:50:12,Seattle,9,61,Regular,
5951866,04-04-2015,14:09:53,Cape Town,31,42,Regular,
3804478,08-06-2019,20:48:49,Toronto,17,5,Regular,
3143043,02-12-2017,15:42:18,Brussels,0,0,Regular,
3308220,03-02-2018,21:09:58,Boston,4,2,Regular,
4776392,17/06/2017,14:41:31,Berkeley,9,52,Regular,
3123520,04-10-2018,21:32:40,Rio,29,14,Regular,
4538188,21/07/2019,13:07:47,Kyoto,22,8,Regular,
3845081,26/04/2018,15:04:15,Seattle,3,4,Regular,
3766149,16/07/2015,15:44:48,Cambridge,25,154,Superhost,
3566150,05-10-2016,12:34:08,Seoul,12,87,Regular,
4702503,20/11/2014,00:54:32,New Delhi,26,102,Regular,
3647868,11-01-2016,16:28:25,Paris,8,23,Regular,
5927589,24/07/2018,06:19:23,Mumbai,20,14,Regular,
4802899,02-10-2014,06:26:08,Mumbai,28,51,Regular,
4756611,08-05-2018,16:23:52,Amsterdam,25,31,Regular,
5587195,03-09-2017,12:37:34,Mexico City,5,7,Regular,
3227282,15/08/2015,23:56:35,Miami,28,111,Regular,
5799817,13/09/2014,18:57:28,Boston,18,103,Regular,
3464244,12-11-2015,04:52:30,San Diego,13,81,Regular,
4647911,28/06/2016,18:24:18,Tunis,9,35,Regular,
5074643,01-10-2016,21:58:33,Cambridge,1,0,Regular,
5075607,07-07-2017,00:44:02,San Francisco,16,37,Regular,
